name,brand_names,key_ingredients,ratings,number_of_ratings,key_benefit_areas
Dr. Majumder Homeo World Acidum Salicylicum Dilution (30ml Each) CM,Dr. Majumder Homeo World,Acidum Salicylicum,,,Joints
Bjain Ranunculus Sceleratus Dilution 6C,Bjain Pharmaceuticals Pvt Ltd,Ranunculus sceleratus,,,Skin
LDD Bioscience Drosera R Dilution 1000 CH,LDD Bioscience Pvt Ltd,Drosera Rotundifolia,,,Joints
Bjain Ipecacuanha Dilution 50M,Bjain Pharmaceuticals Pvt Ltd,Ipecacuanha,4.8,,Others
Bakson's Mercurius Solubilis Dilution 10M,Bakson's Homeopathy,Mercurius Solubilis,,,Eye
Bjain Cheiranthus Cheiri Dilution 12C,Bjain Pharmaceuticals Pvt Ltd,Cheiranthus cheiri,,,Others
Dr. Majumder Homeo World Blumea Odorata Dilution(30ml Each) 3X,Dr. Majumder Homeo World,Blumea Odorata,,,Throat
SBL Actaea Spicata 0/16 LM,SBL Pvt Ltd,,,,Joints
Dr. Majumder Homeo World Acidum Tannicum Dilution (30ml Each) 6,Dr. Majumder Homeo World,Acidum Tannicum,,,Intestine
Bjain Salvia Officinalis Dilution 200C,Bjain Pharmaceuticals Pvt Ltd,Natural extracts of salvia,,,Throat
SBL Santoninum 0/6 LM,SBL Pvt Ltd,,,,Others
Bjain Graphites Globules 0/13 LM,Bjain Pharmaceuticals Pvt Ltd,Graphites,,,Others
SBL Actaea Spicata 0/15 LM,SBL Pvt Ltd,,,,Joints
LDD Bioscience Equisetum Hyemale Dilution 1000 CH,LDD Bioscience Pvt Ltd,Equisetum hyemale,,,Eye
Bjain Calcarea Silicata Globules 0/14 LM,Bjain Pharmaceuticals Pvt Ltd,Calcarea silicata,,,Eye
SBL Natrum Phosphoricum 0/13 LM,SBL Pvt Ltd,Natrum Phosphoricum with alcohol,,,Eye
SBL Belladonna 0/17 LM,SBL Pvt Ltd,Belladonna,,,Others
Bjain Amygdalus Amara Dilution 3X,Bjain Pharmaceuticals Pvt Ltd,Amygdalus amara,,,Eye
SBL Gentiana Lutea Dilution 12 CH,SBL Pvt Ltd,Extracts from the gentian rootsExtra neutral alcohol,,,Eye
Bjain Allium Cepa Dilution 12 CH,Bjain Pharmaceuticals Pvt Ltd,Allium Cepa,4.3,,Others
SBL Ipecacuanha 0/30 LM,SBL Pvt Ltd,,,,Others
Dr. Majumder Homeo World Acidum Benzoicum Dilution (30ml Each) 6 CH,Dr. Majumder Homeo World,Acidum Benzoicum,,,Whole Body
LDD Bioscience Calcarea Silicata Dilution 30 CH,LDD Bioscience Pvt Ltd,Calcarea silicata,,,Eye
Bjain  Manganum Aceticum Globules 0/10 LM,Bjain Pharmaceuticals Pvt Ltd,,,,Others
SBL Eriodictyon Glutinosum Dilution 3 CH,SBL Pvt Ltd,Eriodictyon glutinosumAlcohol,,,Others
Bjain Sarsaparilla Globules 0/21 LM,Bjain Pharmaceuticals Pvt Ltd,,,,Others
Bjain Anacardium Orientale Globules 0/11 LM,Bjain Pharmaceuticals Pvt Ltd,Anacardium orientale,,,Others
Dr. Majumder Homeo World Acidum Uricum Dilution (30ml Each) 3X,Dr. Majumder Homeo World,Acidum Uricum,,,Joints
SBL Secale Cornutum 0/15 LM,SBL Pvt Ltd,Secale cornutum phytochemicals,,,Intestine
SBL Helleborus Niger 0/19 LM,SBL Pvt Ltd,,,,Others
SBL Aurum Muriaticum 0/14 LM,SBL Pvt Ltd,Gold and Chloride,,,Others
Dr. Majumder Homeo World Acorus Calamus Dilution (30ml Each) 1M,Dr. Majumder Homeo World,Acorus Calamus,,,Intestine
SBL Silicea 0/13 LM,SBL Pvt Ltd,Silicon dioxideEthanolWater,,,Joints
Bjain Acidum Boracicum Globules 0/28 LM,Bjain Pharmaceuticals Pvt Ltd,Acidum Boracicum,,,Pancreas
SBL Coccus Cacti 0/15 LM,SBL Pvt Ltd,CochinealExtra neutral alcohol,,,Others
Bjain Adonis Vernalis Dilution 200 CH,Bjain Pharmaceuticals Pvt Ltd,Adonis Vernalis,,,Others
SBL Asafoetida 0/14 LM,SBL Pvt Ltd,Asafoetid,,,Others
Rxhomeo Arsenic Iod 200C,Rxhomeo Private Limited,Arsenicum Iodatum,,,Others
Bjain Millefolium Dilution 10M CH,Bjain Pharmaceuticals Pvt Ltd,Millefolium,,,Whole Body
SBL Rheum 0/24 LM,SBL Pvt Ltd,Extract of rhubarb plantEthanolWater,,,Whole Body
SBL Cuprum Arsenicosum 0/29 LM,SBL Pvt Ltd,,,,Heart
Bjain Mercurius Iodatus Ruber Globules 0/6 LM,Bjain Pharmaceuticals Pvt Ltd,Mercurius iodatus ruber,,,Joints
Bjain Anacardium Orientale Globules 0/29 LM,Bjain Pharmaceuticals Pvt Ltd,Anacardium orientale,,,Others
Bjain Polygonum Punctatum Dilution 6C,Bjain Pharmaceuticals Pvt Ltd,A type of flowering plant commonly known as dotted weed or smartweed,,,Others
LDD Bioscience Ammonium Nitricum Dilution 1000 CH,LDD Bioscience Pvt Ltd,Ammonium Nitricum,,,Others
Bjain Sarsaparilla Globules 0/20 LM,Bjain Pharmaceuticals Pvt Ltd,,,,Others
SBL Jalapa 0/13 LM,SBL Pvt Ltd,Jalapa with alcohol,,,Joints
Bjain Calcarea Silicata Globules 0/1 LM,Bjain Pharmaceuticals Pvt Ltd,Calcarea silicata,,,Eye
SBL Cicuta Virosa 0/15 LM,SBL Pvt Ltd,Cicuta Virosa,,,Others
SBL Argentum Metallicum 0/18 LM,SBL Pvt Ltd,Argentum Metallicum (silver),,,Others
SBL Ferrum Phosphoricum 0/30 LM,SBL Pvt Ltd,Ferrum PhosphoricumAlcohol,,,Others
Bakson's Ustilago Maydis Dilution 6X,Bakson's Homeopathy,Ustilago Maydis,,,Whole Body
Dr. Majumder Homeo World Acidum Gallicum Dilution (30ml Each) 3X,Dr. Majumder Homeo World,Acidum gallicum with alcohol,,,Others
LDD Bioscience Berberis Aquifolium Dilution 1000 CH,LDD Bioscience Pvt Ltd,Berberis aquifolium,,,Eye
SBL Alnus Glutinosa Dilution 12 CH,SBL Pvt Ltd,Alnus Glutinosa,,,Others
SBL Hepar Sulphur 0/16 LM,SBL Pvt Ltd,Apis mellificaCalcium sulphideCalcarea hypophosphorosaEchinacea angustifoliaSilica,,,Throat
Bjain Calcarea Sulphurica Globules 0/15 LM,Bjain Pharmaceuticals Pvt Ltd,Calcarea sulphurica,,,Skin
SBL Aralia Racemosa 0/24 LM,SBL Pvt Ltd,Plant extracts from American SpikenardEthanol,,,Others
SBL Nux Moschata 0/24 LM,SBL Pvt Ltd,Nux Moschata,,,Stomach
SBL Coccus Cacti 0/23 LM,SBL Pvt Ltd,CochinealExtra neutral alcohol,,,Others
Bjain Bismuthum Metallicum Globules 0/30 LM,Bjain Pharmaceuticals Pvt Ltd,,,,Others
LDD Bioscience Epigea Rep Dilution 1000 CH,LDD Bioscience Pvt Ltd,Epigea Repens,,,Kidney
SBL Staphysagria 0/21 LM,SBL Pvt Ltd,Seeds of staphysagria with alcohol,,,Hair
Bjain Abrotanum Globules 0/27 LM,Bjain Pharmaceuticals Pvt Ltd,Abrotanum,,,Joints
Bjain Acidum Boracicum Globules 0/10 LM,Bjain Pharmaceuticals Pvt Ltd,Acidum Boracicum,,,Pancreas
LDD Bioscience Agaricus Muscarius Dilution 1000 CH,LDD Bioscience Pvt Ltd,Agaricus muscarius,,,Eye
Bjain Natrum Sulphuricum Globules 0/7 LM,Bjain Pharmaceuticals Pvt Ltd,,,,Others
Bjain Silicea Globules 0/10 LM,Bjain Pharmaceuticals Pvt Ltd,,,,Others
Dr Willmar Schwabe Germany Ranunculus Bulbosus Dilution 30,Dr Willmar Schwabe India Pvt Ltd,Ranunculus bulbosus,,,Others
SBL Antimonium Tartaricum 0/26 LM,SBL Pvt Ltd,,,,Others
Dr Willmar Schwabe Germany Ammonium Carbonicum Dilution 30,Dr Willmar Schwabe India Pvt Ltd,Ammonium carbopnicum,,,Throat
Dr. Majumder Homeo World Aconitum Napellus Dilution (30ml Each) 3,Dr. Majumder Homeo World,Monkshood extracts,,,Eye
SBL Dioscorea Villosa 0/2 LM,SBL Pvt Ltd,Dioscorea Villosa,,,Others
LDD Bioscience Aurum Muriaticum Dilution 1000 CH,LDD Bioscience Pvt Ltd,Alfalfa,,,Heart
Bjain Sepia Globules 0/14 LM,Bjain Pharmaceuticals Pvt Ltd,,,,Others
Bjain Acidum Fluroic Dilution 12C,Bjain Pharmaceuticals Pvt Ltd,Fluoric acid,,,Hair
Bjain Camphora Globules 0/18 LM,Bjain Pharmaceuticals Pvt Ltd,Camphora,,,Joints
Bjain Mercurius Iodatus Ruber Globules 0/2 LM,Bjain Pharmaceuticals Pvt Ltd,Mercurius iodatus ruber,,,Joints
SBL Urtica Urens 0/25 LM,SBL Pvt Ltd,Urtica Urens,,,Nerves
Dr. Majumder Homeo World Blumea Odorata Dilution(30ml Each) CM,Dr. Majumder Homeo World,Blumea Odorata,,,Throat
LDD Bioscience Kali Arsenicosum Dilution 1000 CH,LDD Bioscience Pvt Ltd,Kali Arsenicosum,,,Skin
SBL Hekla Lava 0/14 LM,SBL Pvt Ltd,Fine ash from mount heclaEthanolWaterGlycerolOils,,,Joints
Bjain Hamamelis Virginica Globules 0/22 LM,Bjain Pharmaceuticals Pvt Ltd,Hamamelis virginica,,,Others
SBL Sambucus Nigra 0/7 LM,SBL Pvt Ltd,Plant extract of sambucus nigraEthanolWater,,,Others
SBL Spigelia 0/16 LM,SBL Pvt Ltd,Extract of spegelia plantEthanolWater,,,Eye
Bjain Dioscorea Villosa Globules 0/29 LM,Bjain Pharmaceuticals Pvt Ltd,Dioscorea villosa,,,Heart
LDD Bioscience Kali Mur Dilution 1000 CH,LDD Bioscience Pvt Ltd,Kali Muriaticum,,,Head
LDD Bioscience Asarum Europaeum Dilution 1000 CH,LDD Bioscience Pvt Ltd,Asarum Europaeum,,,Eye
SBL Thuja Occidentalis 0/22 LM,SBL Pvt Ltd,Thuja Occidentalis,,,Stomach
LDD Bioscience Argentum Iodatum Dilution 30 CH,LDD Bioscience Pvt Ltd,Argentum Iodatum,,,Others
Bjain Camphora Globules 0/19 LM,Bjain Pharmaceuticals Pvt Ltd,Camphora,,,Joints
Dr. Majumder Homeo World Acidum Tannicum Dilution (30ml Each) 50M,Dr. Majumder Homeo World,Acidum Tannicum,,,Intestine
Dr. Majumder Homeo World Acidum Tartaricum Dilution (30ml Each) 200,Dr. Majumder Homeo World,Acidum Tartaricum,,,Whole Body
Dr. Majumder Homeo World Acidum Tartaricum Dilution (30ml Each) 6,Dr. Majumder Homeo World,Acidum Tartaricum,,,Whole Body
SBL Acidum Carbolicum 0/6 LM,SBL Pvt Ltd,,,,Others
Bjain Silicea Globules 0/14 LM,Bjain Pharmaceuticals Pvt Ltd,,,,Others
Bjain Dioscorea Villosa Globules 0/2 LM,Bjain Pharmaceuticals Pvt Ltd,Dioscorea villosa,,,Heart
SBL Cadmium Suphuricum 0/29 LM,SBL Pvt Ltd,,,,Others
Bakson's Carduus Marianus Dilution 10M,Bakson's Homeopathy,Carduus marianus,,,Whole Body
SBL Natrum Phosphoricum 0/28 LM,SBL Pvt Ltd,Natrum Phosphoricum with alcohol,,,Eye
SBL Aesculus Hipocastanum 0/17 LM,SBL Pvt Ltd,,,,Others
LDD Bioscience Cubeba Officinalis Dilution 30 CH,LDD Bioscience Pvt Ltd,Cubeba Officinalis,,,Whole Body
SBL Bryonia Alba 0/8 LM,SBL Pvt Ltd,Bryonia Alba,,,Others
LDD Bioscience Calcarea Picrata Dilution 1000 CH,LDD Bioscience Pvt Ltd,Calcarea picrata,,,Eye
SBL Sarsaparilla 0/6 LM,SBL Pvt Ltd,Sarsaparilla,,,Kidney
Lord's Galega Off Mother Tincture Q,Lord's Homoeopathic Laboratory Pvt Ltd,Whole plant of french lilac,,,Others
Bjain Camphora Globules 0/14 LM,Bjain Pharmaceuticals Pvt Ltd,Camphora,,,Joints
Bjain Origanum Majorana Dilution 6X,Bjain Pharmaceuticals Pvt Ltd,Origanum majorana,,,Whole Body
LDD Bioscience Dioscorea Dilution 30 CH,LDD Bioscience Pvt Ltd,Dioscorea,,,Whole Body
SBL Ammonium Muriaticum 0/2 LM,SBL Pvt Ltd,Ammonium chloride with alcohol,,,Others
SBL Sabina 0/6 LM,SBL Pvt Ltd,,,,Others
Bjain Amygdalus Amara Dilution 30C,Bjain Pharmaceuticals Pvt Ltd,Amygdalus amara,,,Eye
Bjain Cuprium Oxydatum Nigrum Dilution 200 CH,Bjain Pharmaceuticals Pvt Ltd,,,,Others
Bjain Bismuthum Metallicum Globules 0/27 LM,Bjain Pharmaceuticals Pvt Ltd,,,,Others
SBL Jalapa 0/27 LM,SBL Pvt Ltd,Jalapa with alcohol,,,Joints
Bjain Apocynum Cannabinum Globules 0/21 LM,Bjain Pharmaceuticals Pvt Ltd,Apocynum Cannabinum,,,Others
LDD Bioscience Stramonium Dilution 30 CH,LDD Bioscience Pvt Ltd,Stramonium,,,Brain
Dr. Majumder Homeo World Abrotanum Dilution (30ml Each) 200,Dr. Majumder Homeo World,Abrotanum,,,Others
LDD Bioscience Valeriana Officinalis Dilution 1000 CH,LDD Bioscience Pvt Ltd,Valeriana Officinalis,,,Joints
Bjain Verbascum Thapsus Dilution 200 CH,Bjain Pharmaceuticals Pvt Ltd,Verbascum Thapsus,,,Kidney
SBL Ipecacuanha 0/28 LM,SBL Pvt Ltd,,,,Others
Dr. Majumder Homeo World Blumea Odorata Dilution(30ml Each) 200,Dr. Majumder Homeo World,Blumea Odorata,,,Throat
Dr. Majumder Homeo World Acidum Nitricum Dilution (30ml Each) 12,Dr. Majumder Homeo World,Acidum Nitricum,,,Head
Bjain Camphora Globules 0/3 LM,Bjain Pharmaceuticals Pvt Ltd,Camphora,,,Joints
SBL Ipecacuanha 0/27 LM,SBL Pvt Ltd,,,,Others
SBL Allium Cepa 0/26 LM,SBL Pvt Ltd,Bulb of the onion,,,Eye
SBL Natrum Aceticum Dilution 1000 CH,SBL Pvt Ltd,Natrum Aceticum,,,Others
Bjain Acidum Boracicum Globules 0/5 LM,Bjain Pharmaceuticals Pvt Ltd,Acidum Boracicum,,,Pancreas
Bjain Antimonium Tartaricum Globules 0/20 LM,Bjain Pharmaceuticals Pvt Ltd,Antimonium tartaricum,,,Others
LDD Bioscience Strophanthus Dilution 30 CH,LDD Bioscience Pvt Ltd,Strophanthus hispidus,,,Heart
LDD Bioscience Baryta Muriatica Dilution 1000 CH,LDD Bioscience Pvt Ltd,Baryta Muriatica,,,Heart
Bjain Natrum Sulphuricum Globules 0/1 LM,Bjain Pharmaceuticals Pvt Ltd,,,,Others
Dr. Majumder Homeo World Acetanilidum Dilution (30ml Each) 200 CH,Dr. Majumder Homeo World,Acetan,,,Eye
Bjain Petroselinum Sativum Dilution 200C,Bjain Pharmaceuticals Pvt Ltd,Petroselinum sativum with alcohol,,,Throat
LDD Bioscience Mygale Lasiodora Dilution 30 CH,LDD Bioscience Pvt Ltd,Mygale lasiodora,,,Others
Bjain Aspidosperma Dilution 12 CH,Bjain Pharmaceuticals Pvt Ltd,Aspidosperma,,,Others
Bjain Kalium Iodatum Globules 0/26 LM,Bjain Pharmaceuticals Pvt Ltd,Kalium iodatum,,,Whole Body
Bjain Graphites Globules 0/23 LM,Bjain Pharmaceuticals Pvt Ltd,Graphites,,,Others
LDD Bioscience Chionanthus Virginica Dilution 1000 CH,LDD Bioscience Pvt Ltd,Chionanthus virginica,,,Stomach
Dr. Majumder Homeo World Absinthium Dilution (30ml Each) 30 CH,Dr. Majumder Homeo World,Absinthium,,,Others
Dr. Majumder Homeo World Aconitum Ferox Dilution ( 30ml Each) 6,Dr. Majumder Homeo World,Aconitum Ferox Dilution,,,Whole Body
SBL Caulophyllum Thalictroides 0/16 LM,SBL Pvt Ltd,,,,Others
Dr. Majumder Homeo World Acidum Salicylicum Dilution (30ml Each) 50M,Dr. Majumder Homeo World,Acidum Salicylicum,,,Joints
LDD Bioscience Borax Dilution 1000 CH,LDD Bioscience Pvt Ltd,Borax,,,Intestine
LDD Bioscience Guaiacum Dilution 1000 CH,LDD Bioscience Pvt Ltd,Guaiacum,,,Others
LDD Bioscience Lithium Carbonicum Dilution 30 CH,LDD Bioscience Pvt Ltd,Lithium carbonicum,,,Eye
SBL Dulcamara 0/15 LM,SBL Pvt Ltd,,,,Others
Dr. Majumder Homeo World Acidum Tannicum Dilution (30ml Each) 12,Dr. Majumder Homeo World,Acidum Tannicum,,,Intestine
SBL Dioscorea Villosa 0/25 LM,SBL Pvt Ltd,Dioscorea Villosa,,,Others
Bjain Mercurius Corrosivus Globules 0/7 LM,Bjain Pharmaceuticals Pvt Ltd,Mercurius corrosivus,,,Others
LDD Bioscience Cedron Dilution 30 CH,LDD Bioscience Pvt Ltd,Cedron,,,Eye
LDD Bioscience Sarracenia Officinalis Dilution 1000 CH,LDD Bioscience Pvt Ltd,Sarracenia Officinalis,,,Eye
SBL Aranea Diadema 0/14 LM,SBL Pvt Ltd,Papal-cross spider,,,Others
Bjain Colchicum Autumnale Globules 0/27 LM,Bjain Pharmaceuticals Pvt Ltd,Colchicum autumnale,,,Joints
Dr. Majumder Homeo World Acidum Salicylicum Dilution (30ml Each) 3,Dr. Majumder Homeo World,Acidum Salicylicum,,,Joints
Bjain Carduus Benedictus Dilution 3X,Bjain Pharmaceuticals Pvt Ltd,Carduus Benedictus,,,Eye
Dr. Majumder Homeo World Acdoins Vernalis Dilution (30 ml Each) 3X,Dr. Majumder Homeo World,Adonis Vernalis,,,Heart
LDD Bioscience Blatta Orientalis Dilution 1000 CH,LDD Bioscience Pvt Ltd,Blatta Orientalis,,,Throat
SBL Digitalis Purpurea 0/17 LM,SBL Pvt Ltd,,,,Others
SBL Ammonium Muriaticum 0/12 LM,SBL Pvt Ltd,Ammonium chloride with alcohol,,,Others
SBL Gnaphalium polycephalum 0/29 LM,SBL Pvt Ltd,Gnaphalium,,,Others
SBL Lapis Albus 0/3 LM,SBL Pvt Ltd,,,,Others
SBL Aconitum Napellus 0/9 LM,SBL Pvt Ltd,Extract of the plant monkshoodEthanol,,,Others
SBL Dioscorea Villosa 0/26 LM,SBL Pvt Ltd,Dioscorea Villosa,,,Others
SBL Echinacea Angustifolia 0/9 LM,SBL Pvt Ltd,,,,Others
LDD Bioscience Sabadilla Dilution 1000 CH,LDD Bioscience Pvt Ltd,Sabadilla,,,Eye
Dr. Majumder Homeo World Acidum Muriaticum Dilution (30ml Each) 30,Dr. Majumder Homeo World,Acidum Muriaticum,,,Others
Bjain Calcarea Iodata Globules 0/18 LM,Bjain Pharmaceuticals Pvt Ltd,Calcarea iodata,,,Hair
SBL Lilium Tigrinum 0/15 LM,SBL Pvt Ltd,,,,Others
Bjain Acidum Sulphuricum Dilution 12 CH,Bjain Pharmaceuticals Pvt Ltd,Sulphuric Acid,,,Others
SBL Zincum Metallicum 0/24 LM,SBL Pvt Ltd,Zincum metallicum with alcohol,,,Eye
SBL Apocynum Cannabinum 0/11 LM,SBL Pvt Ltd,Plant extract of Indian hempEthanol,,,Others
LDD Bioscience Bellis Per Dilution 1000 CH,LDD Bioscience Pvt Ltd,Bellis Per,,,Others
SBL Eupatorium Perfoliatum 0/4 LM,SBL Pvt Ltd,Extract of Common boneset plantEthanol,,,Others
Bjain Hamamelis Virginica Globules 0/6 LM,Bjain Pharmaceuticals Pvt Ltd,Hamamelis virginica,,,Others
Bjain Acidum Aceticum Dilution 6X,Bjain Pharmaceuticals Pvt Ltd,Acidum Aceticum,,,Eye
Bjain Colocynthis Globules 0/22 LM,Bjain Pharmaceuticals Pvt Ltd,Colocynthis,,,Head
Bjain Colchicum Autumnale Globules 0/8 LM,Bjain Pharmaceuticals Pvt Ltd,Colchicum autumnale,,,Joints
Bakson's Agnus Castus Dilution 10M,Bakson's Homeopathy,Agnus castus,,,Others
Bakson's Condurango Dilution 200,Bakson's Homeopathy,Condurango,,,Skin
SBL Cicuta Virosa 0/4 LM,SBL Pvt Ltd,Cicuta Virosa,,,Others
LDD Bioscience Mygale Lasiodora Dilution 1000 CH,LDD Bioscience Pvt Ltd,Mygale lasiodora,,,Others
SBL Acidum Sulphuricum 0/15 LM,SBL Pvt Ltd,,,,Others
SBL Anthracinum 0/20 LM,SBL Pvt Ltd,,,,Skin
LDD Bioscience Rumex Crispus Dilution 1000 CH,LDD Bioscience Pvt Ltd,Rumex Crispus,,,Throat
ADEL Melilotus Off Dilution 30,Adel Pekana Germany,Melilotus Officinalis (Yellow sweet clover),,,Whole Body
LDD Bioscience Ricinus Communis Mother Tincture Q,LDD Bioscience Pvt Ltd,Ricinus communis Q,,,Skin
SBL Calcarea Arsenicosa 0/19 LM,SBL Pvt Ltd,,,,Others
SBL Aurum Muriaticum 0/28 LM,SBL Pvt Ltd,Gold and Chloride,,,Others
Bjain Mercurius Corrosivus Globules 0/13 LM,Bjain Pharmaceuticals Pvt Ltd,Mercurius corrosivus,,,Others
LDD Bioscience Ptelea Trifoliata Dilution 1000 CH,LDD Bioscience Pvt Ltd,Ptelea Trifoliata,,,Head
Dr. Majumder Homeo World Acidum Formicum Dilution (30ml Each) 12,Dr. Majumder Homeo World,Acidum Formicum,,,Others
LDD Bioscience Berberis Vulgaris Dilution 30 CH,LDD Bioscience Pvt Ltd,Berberis Vulgaris,,,Kidney
Dr. Majumder Homeo World Acorus Calamus Dilution (30ml Each) 12,Dr. Majumder Homeo World,Acorus Calamus,,,Intestine
LDD Bioscience Carbo Sulph Dilution 30 CH,LDD Bioscience Pvt Ltd,Carbo sulph,,,Eye
Bjain Antimonium Tartaricum Globules 0/18 LM,Bjain Pharmaceuticals Pvt Ltd,Antimonium tartaricum,,,Others
LDD Bioscience Corallium Dilution 1000 CH,LDD Bioscience Pvt Ltd,Corallium,,,Eye
Bjain Colchicum Autumnale Globules 0/29 LM,Bjain Pharmaceuticals Pvt Ltd,Colchicum autumnale,,,Joints
SBL Aralia Racemosa 0/14 LM,SBL Pvt Ltd,Plant extracts from American SpikenardEthanol,,,Others
SBL Aurum Muriaticum 0/8 LM,SBL Pvt Ltd,Gold and Chloride,,,Others
SBL Helonias Dioica 0/20 LM,SBL Pvt Ltd,Helonias Dioica,,,Pancreas
SBL Sanguinaria Canadensis 0/6 LM,SBL Pvt Ltd,Extra neutral alcohol (ENA),,,Others
LDD Bioscience Jatropha Curcas Dilution 30 CH,LDD Bioscience Pvt Ltd,Jatropha Curcas,,,Whole Body
Dr. Majumder Homeo World Acidum Gallicum Dilution (30ml Each) 6,Dr. Majumder Homeo World,Acidum gallicum with alcohol,,,Others
SBL Baptisia Tinctoria 0/5 LM,SBL Pvt Ltd,,,,Others
Bjain Ocimum Gratissimum Dilution 30C,Bjain Pharmaceuticals Pvt Ltd,Ocimum gratissimum,,,Joints
Dr. Majumder Homeo World Acidum Tartaricum Dilution (30ml Each) 3X,Dr. Majumder Homeo World,Acidum Tartaricum,,,Whole Body
SBL Agaricus Muscarius 0/17 LM,SBL Pvt Ltd,Agaricus Muscarius,,,Others
Bjain Salvia Officinalis Dilution 12C,Bjain Pharmaceuticals Pvt Ltd,Natural extracts of salvia,,,Throat
LDD Bioscience Lachesis Dilution 30 CH,LDD Bioscience Pvt Ltd,Lachesis,,,Skin
LDD Bioscience Elaterium Dilution 30 CH,LDD Bioscience Pvt Ltd,Elaterium,,,Stomach
Dr. Majumder Homeo World Aconitum Ferox Dilution (30ml Each) 12,Dr. Majumder Homeo World,Aconitum Ferox Dilution,,,Whole Body
Dr. Majumder Homeo World Acorus Calamus Dilution (30ml Each) 10M,Dr. Majumder Homeo World,Acorus Calamus,,,Intestine
Bjain Camphora Globules 0/6 LM,Bjain Pharmaceuticals Pvt Ltd,Camphora,,,Joints
Bjain Acidum Phosphoricum Dilution 6 CH,Bjain Pharmaceuticals Pvt Ltd,Phosphoric Acid,4.3,,Head
SBL Millefolium 0/8 LM,SBL Pvt Ltd,,,,Others
SBL Phytolacca 0/11 LM,SBL Pvt Ltd,Phystolacca Decandra,,,Brain
LDD Bioscience Cephalandra Indica Dilution 1000 CH,LDD Bioscience Pvt Ltd,Cephalandra indica,,,Kidney
SBL Crataegus Oxyacantha 0/14 LM,SBL Pvt Ltd,Extracts from the crataegus oxyacantha plant,,,Joints
Bjain Camphora Globules 0/24 LM,Bjain Pharmaceuticals Pvt Ltd,Camphora,,,Joints
Bjain Aralia Racemosa Globules 0/20 LM,Bjain Pharmaceuticals Pvt Ltd,Aralia racemosa,,,Others
LDD Bioscience Calcarea Renalis Dilution 1000 CH,LDD Bioscience Pvt Ltd,Calcarea renalis,,,Joints
Dr. Majumder Homeo World Acidum Gallicum Dilution (30ml Each) 6,Dr. Majumder Homeo World,Acidum gallicum with alcohol,,,Others
LDD Bioscience Plantago M Dilution 1000 CH,LDD Bioscience Pvt Ltd,Plantago Major,,,Eye
Bjain Dioscorea Villosa Globules 0/19 LM,Bjain Pharmaceuticals Pvt Ltd,Dioscorea villosa,,,Heart
Bjain Eupatorium Purpureum Dilution 6C,Bjain Pharmaceuticals Pvt Ltd,Eupatorium Purpureum,,,Others
LDD Bioscience Psoralea Corylifolia Dilution 1000 CH,LDD Bioscience Pvt Ltd,Psoralea Corylifolia,,,Kidney
Bjain Ipecacuanha Globules 0/7 LM,Bjain Pharmaceuticals Pvt Ltd,Ipecacuanha,,,Whole Body
Bakson's Raphanus Sativus Dilution 6,Bakson's Homeopathy,Tincture of whole fresh plantEthyl Alcohol,,,Head
Bjain Cuprum Metallicum Globules 0/11 LM,Bjain Pharmaceuticals Pvt Ltd,Cuprum metallicum,,,Heart
SBL Helleborus Niger 0/2 LM,SBL Pvt Ltd,,,,Others
Bjain Drosera Rotundifolia Globules 0/26 LM,Bjain Pharmaceuticals Pvt Ltd,Drosera rotundifolia,,,Joints
Dr. Majumder Homeo World Arbus Precatorius Dilution (30ml Each) 1M,Dr. Majumder Homeo World,Abrus Precatorius,,,Others
Bjain Camphora Globules 0/29 LM,Bjain Pharmaceuticals Pvt Ltd,Camphora,,,Joints
SBL Sambucus Nigra 0/29 LM,SBL Pvt Ltd,Plant extract of sambucus nigraEthanolWater,,,Others
SBL Kreosotum 0/18 LM,SBL Pvt Ltd,Kreosotum,,,Head
Bjain Bismuthum Metallicum Globules 0/25 LM,Bjain Pharmaceuticals Pvt Ltd,,,,Others
SBL Baptisia Tinctoria 0/27 LM,SBL Pvt Ltd,,,,Others
SBL Lithium Carbonicum 0/8 LM,SBL Pvt Ltd,Lithium Carbonicum,,,Eye
Dr. Majumder Homeo World Abelmoschus Esculantus Dilution (30ml Each) 3X,Dr. Majumder Homeo World,Abelmoschus,,,Others
Bakson's Helonias Dioica Dilution 50M,Bakson's Homeopathy,Helonias dioica,,,Whole Body
LDD Bioscience Sarracenia Officinalis Dilution 30 CH,LDD Bioscience Pvt Ltd,Sarracenia Officinalis,,,Eye
LDD Bioscience Aranea Diadema Dilution 30 CH,LDD Bioscience Pvt Ltd,Aranea Diadema,,,Joints
Bjain Sambucus Nigra Dilution 3X,Bjain Pharmaceuticals Pvt Ltd,Plant extract of sambucus nigra,,,Others
Dr. Majumder Homeo World Acidum Gallicum Dilution (30ml Each) 10M,Dr. Majumder Homeo World,Acidum gallicum with alcohol,,,Others
LDD Bioscience Hydrophobinum Dilution 1000 CH,LDD Bioscience Pvt Ltd,Hydrophobinum,,,Joints
SBL Petroleum 0/26 LM,SBL Pvt Ltd,Alcohol,,,Eye
ADEL Calc Sulph. Dilution 1M,Adel Pekana Germany,Calcarea Sulphurica,,,Others
Dr. Majumder Homeo World Aconitum Napellus Dilution (30ml Each) 10M,Dr. Majumder Homeo World,Monkshood extracts,,,Eye
